True_c,pyRho_C
5.471419674855461e-12,1.0483743745676415e-23
5.758585300920112e-12,1.6099302303626735e-22
4.110662138984609e-12,1.1354589475212447e-23
2.1150613514140605e-12,8.487403316300995e-24
4.573539216920973e-12,1.2590373831479041e-23
3.488339742398083e-12,7.757190113909904e-23
8.088492150953594e-12,1.6631544838731414e-22
8.890071407825819e-12,1.0053241798199666e-23
9.854318440519825e-12,1.0631565267505405e-23
1.951643352836231e-12,1.2512445423745542e-23
5.52285969132669e-12,9.994859915403324e-24
9.117253442497948e-12,1.7086870189234417e-22
6.118897848765896e-12,2.2682932113986687e-24
1.4578244079204184e-12,1.4139677745854525e-22
1.013726566015706e-12,1.592496330885317e-22
9.945316557571465e-12,1.515314606929836e-23
3.6871497050472016e-12,8.516397108391992e-23
9.55017336480195e-12,9.167607826970133e-24
1.8787977543807683e-12,1.2503431944108368e-23
7.346264750625237e-12,1.931815322074595e-20
8.654138350259549e-12,1.4761255600952322e-10
1.3546864850039443e-12,1.3793466737096975e-22
7.398641130948936e-12,1.0377477947811325e-22
7.974181424755186e-12,1.5803031636152189e-22
1.0210407108311878e-12,2.2935253232994993e-24
9.636250051879673e-12,1.3619651905077064e-22
6.953929645205951e-12,1.0784492377566595e-23
9.49718987600686e-12,1.0990924161856855e-22
7.273975970723591e-12,1.4637001565126814e-10
4.628872822595938e-12,7.426936157547969e-11
3.662011706860757e-12,6.598114256966328e-23
7.011335420367726e-12,1.7127684146542833e-10
9.242403412969846e-12,2.110783091023897e-24
4.900415571296172e-12,2.5813622155772888e-24
4.5308138895486085e-12,1.450852267147843e-10
9.401062645263476e-12,2.834982582978128e-25
7.424937195080757e-12,2.5739974021420498e-24
5.565533354717523e-12,1.2485775968218279e-23
7.483475183160124e-12,1.016444335806056e-23
4.478777224065773e-12,1.0582155154415099e-23
1.183396838499482e-12,1.1359967325174594e-23
4.9369555096608135e-12,2.0000138098107662e-25
5.748854440169773e-12,1.1544866937992444e-23
1.239465477090693e-12,9.513348828353995e-24
9.74646559655335e-12,1.2541324177189482e-23
9.05324735319461e-12,1.6094824088725107e-22
8.193473839443298e-12,9.207852479826928e-24
7.284485936263247e-12,1.5782222496442107e-22
5.726191695039872e-12,1.0205331478420125e-23
1.2662319268838379e-12,1.0430167288903406e-22
6.126569875843545e-12,9.610502007672562e-24
2.7353945296282515e-12,1.2348402350444202e-22
1.5924313674639483e-12,1.0992287986339626e-23
8.967345432654829e-12,1.2467230504525851e-23
9.731455527747053e-12,8.35543681337162e-24
4.480335748829855e-12,1.0362611382824828e-23
5.886760538604406e-12,6.963967071896038e-24
7.819621175344528e-12,1.4967520632766005e-24
9.885966414138398e-12,1.6168777665763138e-22
7.422771459030918e-12,1.6064022832261683e-22
8.841940634281621e-12,8.575470728440849e-24
5.847741642073486e-12,7.265656720356622e-24
2.740034553504161e-12,9.153662120158414e-24
7.450387577174127e-12,2.1677016466589465e-24
5.553542005653891e-12,6.650665242700436e-24
1.5659449999688286e-12,1.2407728332316974e-23
5.907498146195591e-12,7.889527939406771e-23
1.3114148872012743e-12,1.8253170321233103e-10
8.116604890903519e-12,1.6081505661457204e-22
8.309742440099633e-12,1.2250253208143476e-23
8.701606827271676e-12,9.07975474159775e-23
8.707200032178824e-12,9.110431965817558e-24
1.9001848674700748e-12,1.9729671902638306e-10
1.7208987716541903e-12,9.424155748685959e-24
6.3923659807305294e-12,1.2522120765886897e-23
1.2184110499394773e-12,9.36159448620308e-24
9.88762003346957e-12,1.5064188942014525e-22
8.130150830060146e-12,2.300527465402359e-24
2.494558534095438e-12,1.602540719160364e-22
6.187120972445182e-12,3.1083602052137187e-23
5.372897672928794e-12,1.254286867613902e-23
9.492718078243847e-12,8.781532829646505e-24
4.649530256841778e-12,1.0529625342152048e-23
4.605780442866034e-12,2.1284984922683405e-24
6.7576434676832565e-12,8.044625909399766e-24
9.378160009264047e-12,2.1282530141046427e-24
2.187129060808196e-12,1.6345129809656108e-22
5.628212188681468e-12,1.2721752868044095e-23
3.86329168100905e-12,1.1573882951086512e-23
4.733664085391678e-12,1.2516846133405236e-23
7.078286186809129e-12,1.1261345417450494e-23
5.576848340845616e-12,1.5948380150782768e-22
1.4620263420416819e-12,8.254807708449706e-24
1.2896976360250106e-12,1.3187594788293002e-22
4.745673786835402e-12,8.785395581347404e-23
7.121180531287749e-12,9.787880007915211e-24
8.267581827676202e-12,2.0000089464689936e-25
5.134047598034058e-12,1.0534315619440888e-23
6.44002915926334e-12,8.709422695913862e-25
7.69896758841285e-12,6.090694751201084e-24
6.112031019434793e-12,1.3177690614393362e-23
9.68255499804205e-12,1.2470290097815598e-23
5.361538801023081e-12,1.252125415773432e-23
6.644583504033903e-12,7.987702959936795e-23
5.393479382086803e-12,1.61262280360718e-22
1.30625204456275e-12,9.365549666625506e-24
9.869229720260746e-12,8.573649043864629e-24
1.443259437737002e-12,9.103048902873488e-24
8.622991348172483e-12,8.680446850264361e-23
9.201403871042039e-12,1.460559738415199e-20
6.557851115529501e-12,1.5930925626252079e-22
2.743955983873257e-12,1.4976078761593243e-22
1.4692773558645971e-12,2.19442615561143e-10
5.7402978052233184e-12,1.6053838326235365e-22
2.558373233087289e-12,8.054507352534757e-23
6.846913580943616e-12,3.092623654317264e-10
2.998394566451653e-12,1.278026203208371e-22
3.5381687770662456e-12,1.0918206094546868e-23
1.7557127436745014e-12,1.187849920074581e-22
9.75100795960829e-12,7.06557179678428e-23
5.111788984336542e-12,2.303391744240964e-24
1.2328147977131061e-12,9.187184358766903e-24
3.2567098922477927e-12,1.5081769573010859e-22
6.142332501914375e-12,8.85308534559057e-24
4.6722343605506845e-12,1.2807777926326339e-23
2.1491752728394984e-12,2.520714494203231e-24
2.5571894310689434e-12,9.57546285191227e-24
9.24090548588157e-12,1.249227325689666e-23
7.346020347631841e-12,1.0131520754492088e-23
6.699182155762854e-12,1.296241082017828e-23
8.67934498089933e-12,1.4664381317382802e-22
7.183433108245739e-12,1.1836562233812354e-22
3.1195515224028686e-12,8.81413695808989e-24
7.0751240743395086e-12,1.5900532830969486e-23
9.724005447258421e-12,1.5773671038569054e-22
8.873109228723138e-12,8.034750776395668e-23
3.5745699323853053e-12,6.2508536002184734e-24
6.761474602050765e-12,9.381401736793176e-24
7.635424177373585e-12,9.282467439115171e-11
8.041512799894702e-12,4.491457255512392e-24
7.568200074753843e-12,1.138666762628887e-23
2.0699245540190484e-12,1.1450274789623932e-22
7.288986327503366e-12,6.316419833259554e-25
9.618477744300391e-12,1.760735412498116e-22
6.662904939886754e-12,1.6006391878736392e-22
5.400539439642846e-12,2.743267734683589e-23
3.0128898199994828e-12,8.352852204508172e-24
8.667272569862174e-12,2.46366096996881e-10
9.85724690807035e-12,1.6077565087377115e-22
7.830827270522622e-12,1.2470538711045813e-23
1.2879079138274818e-12,1.400654772782309e-23
3.89619998259887e-12,1.0850986434192125e-23
8.060551811173205e-12,1.2534712056705006e-23
9.21037664517541e-12,1.251051668031351e-23
4.8551707678797624e-12,2.4855966806806018e-24
4.7640437233060025e-12,1.8712569622807006e-10
5.78746937146101e-12,1.3796693842410656e-22
4.40221802977097e-12,1.004769583330372e-22
5.9963891924304436e-12,1.5357529097636548e-22
5.180222778157382e-12,1.3664074581734373e-22
8.926577998044857e-12,1.0422172782750488e-23
7.034941170681998e-12,2.5724507301340806e-24
7.148865953378995e-12,2.57296430780219e-24
1.4997810510972398e-12,7.864002049330488e-23
4.886168750081118e-12,2.3985418029899113e-23
6.2916141895556804e-12,1.6105657589907348e-22
1.990858350161938e-12,1.5808467433646733e-22
8.230920337466147e-12,1.9327139558357555e-24
9.191093404479825e-12,1.2511603130325247e-23
8.559787250889328e-12,2.2429651559401615e-24
6.568333716979789e-12,1.1060421220586403e-23
4.800268745545604e-12,1.245930425670296e-23
9.400064570486897e-12,1.3441635228018137e-22
8.878350057464255e-12,1.2516294533083247e-23
6.845574084264899e-12,3.0037565649720545e-24
9.983881714158334e-12,1.0926268908507718e-23
5.763176784650007e-12,1.2543823692468169e-23
3.4729456529888794e-12,1.9979696452865564e-24
9.823366714493057e-12,1.0235704914666958e-23
6.116669181688758e-12,2.6506845955583373e-24
9.980785162310215e-12,8.310463676195842e-22
7.725838613030304e-12,1.2462556497965066e-23
3.793457802640783e-12,1.2496693440419311e-23
3.5321389697064255e-12,2.1978022798478674e-10
8.867152694270537e-12,1.6204782381580153e-22
9.421176257109253e-12,1.2475784057984361e-23
8.941975228952184e-12,5.785570871507994e-24
3.586282506402281e-12,8.306742633086364e-24
3.748115172364299e-12,2.000013671676273e-25
1.3092546064000789e-12,2.5764570605306402e-24
3.804034319508964e-12,1.0289054245081153e-23
7.823950194192086e-12,5.4868153406003706e-24
1.6572370118661268e-12,1.8025777252791655e-22
8.627360065829797e-12,1.2539077284612358e-23
1.590719600314823e-12,2.0008553602409428e-23
4.767985578168968e-12,7.683978990467482e-23
2.814458098034745e-12,1.1140881698786138e-23
4.458973793069316e-12,1.2347871100546443e-23
5.193289617099095e-12,9.536605205747075e-23
3.904544733904119e-12,1.6385175871150306e-22
6.014851073127777e-12,1.1454753704784112e-10
6.711516226347041e-12,1.6414907153429894e-22
3.721351949196403e-12,9.861592967878123e-24
7.48707376603021e-12,1.2540164266363125e-23
8.200646710375047e-12,1.5407272780255511e-22
6.228438168192971e-12,7.631114379427403e-24
5.921263841363778e-12,1.0560567906481914e-23
1.4403598679398584e-12,2.5212406850706004e-22
4.5833920124390115e-12,1.137868235659368e-23
4.10784773588379e-12,2.6130327377605446e-24
8.629950983623691e-12,1.0280850563247874e-23
1.316829725224348e-12,1.2238650813007734e-23
5.649263963780249e-12,1.092080935246571e-23
4.911895100557735e-12,7.625443189636437e-24
6.548669104178169e-12,1.580556391478107e-22
2.3807766119262706e-12,1.2526290806481577e-23
3.531446317212107e-12,1.2536176061918029e-23
8.902113050174577e-12,1.6067589751749065e-23
5.966335555443307e-12,1.0876701658287346e-23
3.9736202431570445e-12,9.595325207493861e-24
6.315024155358578e-12,2.579904215198323e-24
8.571686097756567e-12,2.570696644460298e-22
1.8322863352078053e-12,1.4381479753318418e-22
7.495027619045252e-12,1.2539424747096413e-23
4.967599642892179e-12,1.0261717011833554e-23
3.5275456351310987e-12,7.983258523547636e-24
7.6726554109873e-12,9.508631532032383e-24
4.412591775555781e-12,8.777025594493552e-23
7.89933239451576e-12,2.175294397722426e-24
9.347794937161724e-12,6.889355654034642e-24
4.374002944670283e-12,1.3973279467849829e-22
8.499734998705278e-12,1.6043648741477526e-22
7.944739995850725e-12,1.6051440871978337e-22
1.3101945521447677e-12,9.575003537189845e-24
3.6199685377045482e-12,1.6155015705173156e-22
2.221945539372667e-12,1.5062557220888877e-22
2.0018691636013172e-12,1.1391600761610948e-23
1.457373030709642e-12,9.754258065283484e-24
9.464105731253275e-12,1.7755376784084833e-24
1.9188369114474056e-12,2.0000122105368914e-25
3.5755467711790445e-12,1.614604355298964e-22
1.6052068209867153e-12,2.672229718426599e-22
7.143723522588373e-12,1.4655333904088785e-22
9.702516508685493e-12,9.365483496472242e-24
4.29564699230143e-12,7.976441612520443e-24
9.855010797070153e-12,2.4099225387288836e-24
4.853772281160732e-12,1.610088337317086e-22
9.525788058451104e-12,2.5731802151575575e-24
4.8391444790405076e-12,2.2154577245904546e-24
7.2610835361543226e-12,2.57261979520158e-24
9.941297957820219e-12,2.742943512324444e-23
9.781243010296054e-12,8.813321016148553e-24
8.095917733358081e-12,1.6102291004255049e-22
4.498160773803101e-12,2.3527073074412276e-24
7.175957175434235e-12,1.026886554866382e-23
4.45911983739509e-12,1.0035671773583825e-23
7.500958005638159e-12,9.834574096263882e-24
1.388234754727453e-12,1.1006922945589644e-23
6.579366861967325e-12,9.316057030700285e-24
5.438770488101887e-12,4.944209995431979e-24
7.685481312572188e-12,1.003548225083065e-23
3.672555077283072e-12,1.2506417683917914e-23
8.455665420967425e-12,5.764692008906197e-24
3.971505132532525e-12,9.914842164225911e-24
6.663294129941332e-12,8.422739041228993e-24
3.1390482502579744e-12,1.2504412991305154e-23
3.074997954254871e-12,9.122325121975261e-23
3.285051727577526e-12,1.6305899469880525e-22
5.7420339715860945e-12,1.0019690845501285e-23
7.84806209816528e-12,1.0919091239790802e-22
3.655126787307995e-12,1.3516989181706565e-23
6.025862786889289e-12,1.248688462304319e-23
8.930343763204659e-12,2.103017239484284e-24
1.3401455144600716e-12,7.614415285831734e-24
8.972455266622601e-12,1.4249719538816352e-22
9.41500616314397e-12,6.999696389030771e-24
1.522682027447263e-12,8.222414315130424e-23
5.0379963050572026e-12,1.0616510304124486e-23
6.357321713072442e-12,1.0357300764160344e-23
9.095841347677147e-12,1.7623222497545688e-22
5.38782776093786e-12,1.2486804828483803e-23
2.9760371691419658e-12,1.0998266170679947e-23
7.405195443421047e-12,1.3149557259340607e-22
3.077926915760681e-12,1.3981413927379637e-22
3.851205922013379e-12,1.6337692131110036e-22
8.208455810955453e-12,1.6411455608710122e-22
8.020325946616916e-12,1.2515859582526194e-23
3.404017520979278e-12,1.0069925018698382e-23
4.8454890712224625e-12,9.479853568673173e-24
9.392312321918397e-12,1.2532860089018454e-23
9.894081590967083e-12,1.4431363483375765e-22
5.049902347505263e-12,9.714325366323294e-23
5.6974087673415925e-12,1.6118119233098609e-22
5.623084219409612e-12,1.2494396839247773e-23
7.446618140701274e-12,1.0311911671794053e-23
9.491720592987764e-12,9.117890863215691e-23
6.129824080178618e-12,2.308423856707631e-24
2.4853772877947563e-12,8.122166912834791e-23
7.011880483143003e-12,8.426132636750907e-24
9.230753176738103e-12,1.2582800118401804e-23
5.7890162459904384e-12,1.520735495225965e-22
2.9839933138178376e-12,7.980726039666078e-24
4.9401686006568896e-12,1.3445805184062989e-22
3.673192267941203e-12,1.2539561443716681e-23
7.577633088547462e-12,1.2549820401374974e-23
9.4032264652204e-12,6.0905907666765e-24
7.056270300202588e-12,2.0000146510014662e-25
1.1776822799876487e-12,1.25230587284961e-23
9.89263873054508e-12,1.6152006294046424e-22
8.804960708757161e-12,5.277395749740976e-24
2.080682719995608e-12,2.2011628716847042e-23
5.372995545151057e-12,9.5891757858016e-24
8.338787163898127e-12,1.0927748563969702e-23
3.5027223869224074e-12,8.204802207217858e-24
6.1087774506502535e-12,1.8317511001258492e-23
5.854897250177195e-12,1.2515895814981184e-23
2.3360550435510924e-12,7.523436848977197e-23
5.9581196142212145e-12,8.161258774058749e-23
5.4431269771189685e-12,1.5558643699022498e-22
7.007591303568221e-12,5.092558783119004e-25
3.558166374675477e-12,1.6290429530396506e-22
8.282580467389974e-12,2.0242365751304697e-23
8.059776476641303e-12,7.749739669214043e-23
2.5128445553818837e-12,9.089874198305153e-24
4.40203322123827e-12,9.734870703255602e-24
4.422798909413297e-12,2.0147853043286626e-24
3.565335427174837e-12,1.5939133319027777e-22
8.467007303765478e-12,1.6009234131895346e-22
7.673238896846875e-12,1.5254594157126137e-22
8.753677058970769e-12,1.392084613455855e-22
4.141747619360753e-12,1.0561080256444173e-23
8.53624075365702e-12,1.0170401173063794e-23
3.1249627694760128e-12,9.554165179725466e-24
5.692340046103173e-12,9.26197793491693e-24
5.746165649908785e-12,1.6177219776384444e-22
2.2706126965941643e-12,9.890144075494817e-24
5.609202245373897e-12,8.584953851368923e-24
3.3874330065203598e-12,9.445776740511809e-24
7.884307228918481e-12,7.602419043002992e-23
8.413464485916944e-12,1.094540881139339e-23
5.218950180075751e-12,1.6092739962900568e-22
8.055035581739278e-12,1.2243668465631542e-22
3.64746098431514e-12,4.1562680755527356e-24
3.79001052353007e-12,7.184430152102007e-23
5.746635916881987e-12,2.289661062765303e-24
8.009576240090219e-12,1.574217077636374e-22
8.133791412779457e-12,2.0016231276892608e-24
9.289141713097292e-12,2.617221724405042e-24
1.7243585279670727e-12,1.262156540299327e-23
4.8453548660447255e-12,8.716408106644824e-24
7.711119293487042e-12,2.0219534241328386e-24
6.867818697671984e-12,2.000009727133139e-25
9.176207175525689e-12,8.631957660456467e-24
7.952642750171079e-12,2.5781176543888125e-24
5.176037268282708e-12,9.626990734313148e-24
6.825739687178609e-12,1.615380351447031e-22
5.335984591646916e-12,1.8190088768483728e-22
7.165741003453315e-12,2.1666147269527097e-24
1.8976290682857404e-12,1.3463962297786713e-23
2.1013793049397684e-12,1.2315000596927026e-23
7.361094086477801e-12,2.1450242214129396e-24
7.389387606061124e-12,1.1491763762401915e-22
8.000335735639278e-12,8.679031169326312e-23
7.874625775652818e-12,7.217865503999448e-25
8.014015302840313e-12,2.569715358479103e-24
8.578318042048191e-12,1.2559420059226886e-23
7.266622733536648e-12,1.2446024480315998e-23
1.4520070373963252e-12,1.5931752055940175e-22
8.508606961966386e-12,1.5977061753283656e-22
1.3049491697664803e-12,2.4090470726178054e-24
7.701335179491666e-12,1.517005012377357e-22
8.646204847862286e-12,1.1407730436571755e-23
7.795050182748021e-12,1.1502078305636829e-23
2.0573991388525494e-12,1.0215505301765611e-23
9.293605259904055e-12,1.0174571232120872e-23
1.957300881456377e-12,1.2512363005328553e-23
7.175208615120686e-12,1.1055300089616977e-23
7.117213550438731e-12,1.6094344120036894e-23
8.501643914676989e-12,1.4842779037576536e-22
7.547284350881335e-12,1.6199229923107027e-22
4.083396177226768e-12,7.438276808843418e-23
1.995541276067084e-12,1.6108454513782784e-22
7.823283755118418e-12,9.285713388101897e-24
8.395631874288643e-12,9.523109619784543e-23
9.152805971013832e-12,1.6124514364747992e-22
3.3635265551995906e-12,1.2500073355771957e-23
5.3404415588641336e-12,9.152379630018771e-24
7.507186361572945e-12,4.4920593378929354e-24
4.173461750501317e-12,1.3617564405754587e-22
7.99691103588516e-12,2.5753884790692348e-24
7.717987615961072e-12,2.1011034053561353e-24
7.808566489978629e-12,1.597186374498493e-22
6.57609030844946e-12,1.25060881095986e-23
1.9624013353650922e-12,1.488880185508807e-23
2.8439691005505375e-12,9.85268645741812e-24
8.236246672157757e-12,1.606161795907862e-22
8.822978906038555e-12,1.8725455251130356e-22
7.341489419903354e-12,1.2561409725921337e-23
7.491784375216253e-12,2.23378394250469e-24
9.251058840769825e-12,9.410847387817583e-24
3.943485657451132e-12,1.6077329937379903e-22
2.2722356499718475e-12,1.2473301304026078e-23
6.2989054422567365e-12,1.2393052117791978e-23
2.343983844711042e-12,4.142071076954775e-25
1.5786040538537812e-12,1.0596212849471694e-23
1.1568266196237183e-12,2.1850912430540345e-23
7.452972008824816e-12,1.2734774929169187e-23
7.619651961658433e-12,7.129382912418909e-23
4.477041414864263e-12,1.5890415732279805e-22
2.379841511708775e-12,2.155991082054705e-22
9.249895280069251e-12,1.2475103625260794e-23
1.9133881372324615e-12,2.683714633064688e-24
7.680680880102652e-12,1.6052463776202247e-22
1.1233577826155707e-12,2.5740383511114798e-24
5.259685362541586e-12,1.6097703258727144e-22
2.5706556238590463e-12,1.6405907233571967e-22
8.696518346544827e-12,1.249621136281677e-23
1.655951924960038e-12,1.0362817142584963e-23
8.47216367169623e-12,1.6062116135042887e-22
6.611178155747101e-12,2.0607562817593126e-24
7.72345935923095e-12,6.684753339549472e-25
2.6439731594389122e-12,1.241325139691636e-23
1.414753029461301e-12,1.6020550177661506e-22
6.089743020654396e-12,2.0299646595404887e-24
3.4436264104266208e-12,8.940364597606316e-23
2.978933431151019e-12,1.563745065302229e-22
3.33889071140708e-12,1.9528259307263614e-24
7.854507578569371e-12,1.0517314796977341e-23
2.7109202604924323e-12,1.65128165476435e-24
8.505541868190635e-12,2.0007492829772867e-24
4.210123526371186e-12,2.290723762529338e-24
1.7246583100475392e-12,1.3673383407896783e-23
7.520010348629263e-12,1.0184493106043133e-23
1.565430379514208e-12,9.66534159369209e-24
3.94151321708022e-12,1.1414199130041412e-23
7.13454174638071e-12,2.2316516795926626e-24
8.794868449690724e-12,1.2090557704330732e-23
7.715604713104713e-12,2.060756692528137e-24
2.8919513647258356e-12,1.4689498179909263e-22
6.089823441392854e-12,8.304193203476183e-24
9.647580316029558e-12,1.260592080342914e-23
3.815678463699435e-12,1.6785191826609618e-24
2.1699911846738478e-12,2.394267455300583e-24
5.721583299942778e-12,1.0388480787442347e-23
6.517711502699319e-12,1.0707542183040423e-23
9.958314773293246e-12,1.2517513685722168e-23
9.257269760683362e-12,1.4360595831122962e-10
9.304104650812382e-12,1.60396879490545e-22
1.7300521513114495e-12,1.0205623406726312e-23
5.262177494208069e-12,9.151078048625048e-24
2.2767815949869535e-12,1.2455060633163884e-23
5.845529197851879e-12,1.6099424430266342e-22
9.209986943491367e-12,1.4966140214955012e-22
6.769303501270581e-12,1.7396625292206765e-22
2.0518691249643255e-12,1.3995790922404057e-20
7.462477654187329e-12,1.6199319173642054e-22
3.220981716424772e-12,2.3626762100556108e-24
4.02788852073137e-12,1.024058083135088e-23
4.7163775380575536e-12,1.5616882867808208e-22
5.059868203034434e-12,8.081029991611859e-23
3.75913203775197e-12,1.5958512963099909e-22
9.450472328341426e-12,2.298855550407993e-24
2.46527479008602e-12,1.3621943642783047e-23
8.75397811351699e-12,1.2495495688271642e-23
1.858963705642831e-12,1.9048258073376772e-23
5.137666894355793e-12,1.0834932207178108e-23
3.1562572600653685e-12,2.9751586534656334e-24
1.9123979086244313e-12,1.246046589071901e-23
3.862390351539341e-12,9.224155032175885e-24
5.63690295565772e-12,1.0400697302717262e-23
1.826999882284492e-12,1.591208566223734e-22
1.3097721585594731e-12,8.813656686714254e-24
2.2749787872551527e-12,1.1306546298811422e-23
6.776388514573298e-12,1.2467063202147995e-23
8.669996533594228e-12,5.993411781946347e-23
1.6508799049550945e-12,1.588118613908796e-22
9.170738699114568e-12,1.2639262898415183e-23
4.373212495481583e-12,9.759357934380374e-24
4.2628609256686014e-12,8.714793498234756e-23
3.9030117431872655e-12,1.547388446940515e-22
8.941066528666951e-12,9.480074467854982e-24
7.470558896487734e-12,2.0000100644468383e-25
7.474464909685125e-12,2.0568094451562104e-22
2.302625814678285e-12,2.9098058122966105e-23
9.558403907939712e-12,1.6155761229995751e-22
9.582917501302402e-12,1.3240838904867225e-23
8.369611853235126e-12,3.587682621210635e-25
6.238006803916668e-12,9.949947161748085e-24
1.1380367006788249e-12,2.2442003929851416e-24
9.13051335308652e-12,1.5478967192496366e-23
7.875450831393582e-12,9.821118083209441e-24
4.320356567822241e-12,6.3323501736604995e-24
7.364098845178558e-12,2.4328253189444868e-24
8.879488377753809e-12,1.024145898628133e-23
4.462364417986203e-12,2.323381045262986e-24
2.254244897239469e-12,9.792983564654443e-24
4.940202299069576e-12,1.6325132033998084e-22
5.6078870927194105e-12,1.573627784312681e-23
6.573062888204164e-12,1.249406921334917e-23
3.012537128457414e-12,9.763132948327509e-24
3.0326463200533104e-12,1.2489461753448734e-23
5.901597832136406e-12,7.731049580036243e-23
4.760165134533362e-12,1.5191175708437641e-22
9.386676645181759e-12,1.1088777457058302e-22
2.337930741629299e-12,1.2477309074554643e-23
2.0390435058714356e-12,9.813778588473442e-24
6.746512243286336e-12,9.697844130946941e-24
1.4351939627837025e-12,3.3296420932012024e-25
2.9209847275168354e-12,1.1956088368947438e-22
4.215500442234701e-12,2.3893559728950634e-24
3.7437026200891884e-12,2.5753926890583295e-24
